Payment ID,Order ID,Payment Type
4606,8304,Cash
4607,8580,Cash
4608,7335,Gift Card/Voucher
4609,35071,Credit Card
4610,30589,Gift Card/Voucher
4611,17824,Debit Card
4612,3499,Cash
4613,24249,Gift Card/Voucher
4614,17778,Credit Card
4615,18603,Cash
4616,39359,Cash
4617,4156,Debit Card
4618,30473,Debit Card
4619,33771,Debit Card
4620,25541,Credit Card
4621,2370,Cash
4622,36193,Debit Card
4623,33311,Credit Card
4624,15632,Gift Card/Voucher
4625,24710,Credit Card
4626,15940,Debit Card
4627,1409,Gift Card/Voucher
4628,15872,Credit Card
4629,5756,Debit Card
4630,14915,Gift Card/Voucher
4631,19063,Cash
4632,21938,Debit Card
4633,24841,Gift Card/Voucher
4634,30787,Debit Card
4635,11224,Cash
4636,39359,Debit Card
4637,25454,Credit Card
4638,14938,Gift Card/Voucher
4639,6981,Gift Card/Voucher
4640,4881,Gift Card/Voucher
4641,35483,Cash
4642,35540,Credit Card
4643,5319,Cash
4644,37344,Debit Card
4645,1622,Gift Card/Voucher
4646,11789,Debit Card
4647,15294,Debit Card
4648,6725,Cash
4649,26136,Debit Card
4650,32052,Debit Card
4651,13869,Gift Card/Voucher
4652,21195,Cash
4653,26492,Credit Card
4654,11017,Debit Card
4655,3896,Debit Card
4656,11893,Gift Card/Voucher
4657,21496,Credit Card
4658,38488,Debit Card
4659,29081,Credit Card
4660,2316,Gift Card/Voucher
4661,28467,Credit Card
4662,27772,Credit Card
4663,21057,Debit Card
4664,22993,Credit Card
4665,11286,Credit Card
4666,15544,Gift Card/Voucher
4667,16863,Cash
4668,38620,Debit Card
4669,19218,Cash
4670,9384,Cash
4671,13702,Gift Card/Voucher
4672,36467,Cash
4673,13501,Cash
4674,13741,Cash
4675,9045,Cash
4676,8746,Gift Card/Voucher
4677,35896,Debit Card
4678,29335,Credit Card
4679,20463,Credit Card
4680,19131,Cash
4681,13812,Debit Card
4682,25761,Gift Card/Voucher
4683,8553,Cash
4684,8262,Debit Card
4685,36996,Gift Card/Voucher
4686,8497,Debit Card
4687,29809,Gift Card/Voucher
4688,31290,Gift Card/Voucher
4689,6479,Cash
4690,39666,Debit Card
4691,34897,Credit Card
4692,26038,Credit Card
4693,6691,Credit Card
4694,30806,Cash
4695,19894,Debit Card
4696,36591,Cash
4697,22889,Gift Card/Voucher
4698,17564,Cash
4699,32857,Cash
4700,14073,Gift Card/Voucher
4701,12489,Gift Card/Voucher
4702,16489,Cash
4703,34176,Credit Card
4704,17706,Gift Card/Voucher
4705,25845,Gift Card/Voucher
4706,34730,Credit Card
4707,14131,Gift Card/Voucher
4708,33821,Gift Card/Voucher
4709,13973,Cash
4710,37136,Debit Card
4711,23994,Gift Card/Voucher
4712,36317,Cash
4713,4883,Credit Card
4714,13109,Credit Card
4715,17664,Cash
4716,7102,Debit Card
4717,32133,Credit Card
4718,12875,Gift Card/Voucher
4719,37874,Debit Card
4720,38015,Debit Card
4721,9587,Debit Card
4722,930,Cash
4723,36638,Debit Card
4724,10646,Gift Card/Voucher
4725,33989,Credit Card
4726,20252,Debit Card
4727,26094,Cash
4728,23699,Debit Card
4729,297,Cash
4730,36633,Cash
4731,25628,Gift Card/Voucher
4732,13608,Cash
4733,19683,Debit Card
4734,11211,Credit Card
4735,895,Cash
4736,34837,Cash
4737,37621,Debit Card
4738,30934,Credit Card
4739,38865,Credit Card
4740,39890,Cash
4741,1433,Credit Card
4742,7796,Credit Card
4743,4640,Credit Card
4744,29938,Gift Card/Voucher
4745,2912,Cash
4746,31908,Debit Card
4747,9014,Gift Card/Voucher
4748,18599,Credit Card
4749,34420,Cash
4750,467,Credit Card
4751,25428,Credit Card
4752,23389,Credit Card
4753,20221,Cash
4754,18547,Cash
4755,27417,Cash
4756,26112,Debit Card
4757,8019,Debit Card
4758,39404,Debit Card
4759,17000,Debit Card
4760,15924,Credit Card
4761,6197,Credit Card
4762,4367,Gift Card/Voucher
4763,26182,Debit Card
4764,18050,Credit Card
4765,7267,Debit Card
4766,35598,Cash
4767,38473,Debit Card
4768,3332,Credit Card
4769,35765,Cash
4770,37325,Gift Card/Voucher
4771,6878,Gift Card/Voucher
4772,22979,Cash
4773,28909,Cash
4774,21116,Credit Card
4775,34593,Gift Card/Voucher
4776,30523,Gift Card/Voucher
4777,18665,Credit Card
4778,10427,Gift Card/Voucher
4779,17611,Gift Card/Voucher
4780,31474,Gift Card/Voucher
4781,4710,Debit Card
4782,29779,Credit Card
4783,20963,Debit Card
4784,24863,Cash
4785,16120,Debit Card
4786,38136,Cash
4787,21428,Credit Card
4788,14406,Credit Card
4789,468,Debit Card
4790,23641,Credit Card
4791,3761,Debit Card
4792,25578,Cash
4793,37190,Credit Card
4794,24112,Gift Card/Voucher
4795,23347,Gift Card/Voucher
4796,35531,Debit Card
4797,23316,Cash
4798,9208,Credit Card
4799,9759,Cash
4800,5861,Credit Card
4801,2640,Credit Card
4802,25586,Debit Card
4803,33549,Cash
4804,29240,Credit Card
4805,37677,Credit Card
4806,32527,Debit Card
4807,39160,Gift Card/Voucher
4808,1691,Debit Card
4809,5008,Cash
4810,16254,Cash
4811,15815,Debit Card
4812,6713,Gift Card/Voucher
4813,10303,Cash
4814,2018,Cash
4815,13248,Cash
4816,3849,Credit Card
4817,21500,Credit Card
4818,8071,Cash
4819,31986,Credit Card
4820,812,Credit Card
4821,4424,Debit Card
4822,15805,Credit Card
4823,29373,Gift Card/Voucher
4824,22675,Gift Card/Voucher
4825,6562,Debit Card
4826,30550,Cash
4827,24717,Credit Card
4828,23434,Gift Card/Voucher
4829,26385,Gift Card/Voucher
4830,1087,Cash
4831,21572,Gift Card/Voucher
4832,22200,Credit Card
4833,14560,Credit Card
4834,37939,Debit Card
4835,3501,Credit Card
4836,527,Credit Card
4837,24337,Gift Card/Voucher
4838,2815,Cash
4839,37502,Gift Card/Voucher
4840,18146,Gift Card/Voucher
4841,29123,Gift Card/Voucher
4842,13213,Gift Card/Voucher
4843,10509,Gift Card/Voucher
4844,824,Gift Card/Voucher
4845,9938,Debit Card
4846,38167,Cash
4847,16800,Gift Card/Voucher
4848,30064,Debit Card
4849,19758,Gift Card/Voucher
4850,32257,Gift Card/Voucher
4851,30298,Gift Card/Voucher
4852,12962,Debit Card
4853,27616,Debit Card
4854,15904,Gift Card/Voucher
4855,32211,Credit Card
4856,38910,Debit Card
4857,30073,Gift Card/Voucher
4858,746,Gift Card/Voucher
4859,2807,Debit Card
4860,4480,Credit Card
4861,5963,Credit Card
4862,2148,Debit Card
4863,13119,Gift Card/Voucher
4864,31186,Debit Card
4865,28035,Debit Card
4866,30725,Gift Card/Voucher
4867,10782,Debit Card
4868,29221,Gift Card/Voucher
4869,17253,Gift Card/Voucher
4870,39091,Cash
4871,2800,Credit Card
4872,30790,Debit Card
4873,13496,Debit Card
4874,29985,Credit Card
4875,18530,Cash
4876,1821,Cash
4877,37942,Credit Card
4878,26740,Gift Card/Voucher
4879,11111,Gift Card/Voucher
4880,480,Credit Card
4881,30443,Credit Card
4882,15715,Cash
4883,1631,Cash
4884,37218,Debit Card
4885,11463,Debit Card
4886,28218,Gift Card/Voucher
4887,8370,Gift Card/Voucher
4888,28200,Credit Card
4889,4151,Debit Card
4890,3258,Gift Card/Voucher
4891,38799,Gift Card/Voucher
4892,31462,Cash
4893,37069,Credit Card
4894,9825,Debit Card
4895,10208,Debit Card
4896,33759,Debit Card
4897,25424,Credit Card
4898,13823,Gift Card/Voucher
4899,25338,Cash
4900,30015,Cash
4901,39582,Debit Card
4902,25387,Credit Card
4903,13738,Gift Card/Voucher
4904,32301,Gift Card/Voucher
4905,19542,Credit Card
4906,17102,Credit Card
4907,35808,Debit Card
4908,9624,Gift Card/Voucher
4909,3927,Debit Card
4910,7382,Credit Card
4911,9409,Debit Card
4912,25218,Debit Card
4913,7442,Credit Card
4914,14583,Cash
4915,19030,Credit Card
4916,24151,Cash
4917,14896,Credit Card
4918,18449,Gift Card/Voucher
4919,38611,Debit Card
4920,9942,Debit Card
4921,20413,Debit Card
4922,2482,Gift Card/Voucher
4923,16142,Cash
4924,16907,Cash
4925,30920,Debit Card
4926,6761,Credit Card
4927,35368,Debit Card
4928,11854,Debit Card
4929,20350,Debit Card
4930,8031,Debit Card
4931,17757,Cash
4932,598,Gift Card/Voucher
4933,10241,Credit Card
4934,28073,Debit Card
4935,20935,Cash
4936,17027,Cash
4937,11918,Gift Card/Voucher
4938,15633,Gift Card/Voucher
4939,21756,Gift Card/Voucher
4940,9591,Credit Card
4941,32082,Gift Card/Voucher
4942,34546,Cash
4943,23024,Cash
4944,10468,Gift Card/Voucher
4945,34884,Cash
4946,37679,Cash
4947,5165,Gift Card/Voucher
4948,16863,Gift Card/Voucher
4949,16177,Gift Card/Voucher
4950,24482,Gift Card/Voucher
4951,36246,Gift Card/Voucher
4952,246,Credit Card
4953,11334,Cash
4954,21833,Credit Card
4955,16682,Credit Card
4956,29916,Debit Card
4957,22480,Debit Card
4958,11190,Debit Card
4959,15795,Cash
4960,16519,Gift Card/Voucher
4961,21616,Gift Card/Voucher
4962,11384,Debit Card
4963,29692,Cash
4964,11104,Credit Card
4965,8781,Gift Card/Voucher
4966,5063,Gift Card/Voucher
4967,7472,Cash
4968,29481,Debit Card
4969,33031,Credit Card
4970,10996,Credit Card
4971,16805,Cash
4972,25645,Cash
4973,14027,Debit Card
4974,39437,Gift Card/Voucher
4975,35627,Gift Card/Voucher
4976,34920,Cash
4977,19008,Credit Card
4978,13052,Credit Card
4979,25395,Cash
4980,29644,Credit Card
4981,13123,Cash
4982,37070,Credit Card
4983,39189,Credit Card
4984,29639,Debit Card
4985,27039,Cash
4986,1483,Cash
4987,8836,Cash
4988,21232,Gift Card/Voucher
4989,33566,Cash
4990,22535,Debit Card
4991,10447,Cash
4992,15134,Cash
4993,13284,Credit Card
4994,37128,Gift Card/Voucher
4995,35776,Cash
4996,12266,Cash
4997,27632,Credit Card
4998,17241,Cash
4999,37624,Cash
5000,32996,Gift Card/Voucher
5001,3609,Gift Card/Voucher
5002,18711,Credit Card
5003,1424,Gift Card/Voucher
5004,19671,Debit Card
5005,19477,Cash
5006,18681,Cash
5007,13272,Debit Card
5008,30936,Cash
5009,6673,Cash
5010,27785,Debit Card
5011,19035,Gift Card/Voucher
5012,32797,Cash
5013,29836,Credit Card
5014,12008,Cash
5015,19760,Cash
5016,27733,Gift Card/Voucher
5017,10753,Credit Card
5018,37981,Debit Card
5019,5967,Cash
5020,12415,Gift Card/Voucher
5021,26226,Credit Card
5022,16864,Gift Card/Voucher
5023,30524,Cash
5024,10180,Debit Card
5025,35305,Debit Card
5026,32173,Credit Card
5027,24314,Cash
5028,6431,Debit Card
5029,7049,Debit Card
5030,25282,Gift Card/Voucher
5031,26889,Cash
5032,32883,Debit Card
5033,8707,Credit Card
5034,9154,Credit Card
5035,14606,Debit Card
5036,9884,Gift Card/Voucher
5037,18797,Debit Card
5038,14046,Cash
5039,36983,Cash
5040,21534,Gift Card/Voucher
5041,8598,Credit Card
5042,37223,Gift Card/Voucher
5043,21941,Cash
5044,27817,Cash
5045,16074,Cash
5046,7637,Debit Card
5047,8862,Cash
5048,8146,Debit Card
5049,8977,Credit Card
5050,18301,Debit Card
5051,31529,Credit Card
5052,39174,Debit Card
5053,8095,Cash
5054,5984,Cash
5055,7688,Credit Card
5056,33066,Debit Card
5057,28263,Cash
5058,38409,Cash
5059,32131,Credit Card
5060,21059,Credit Card
5061,17395,Credit Card
5062,25681,Cash
5063,6199,Credit Card
5064,34036,Cash
5065,35752,Debit Card
5066,12851,Credit Card
5067,35951,Credit Card
5068,27667,Gift Card/Voucher
5069,16876,Cash
5070,25574,Cash
5071,10506,Cash
5072,36947,Gift Card/Voucher
5073,28021,Debit Card
5074,36140,Debit Card
5075,27535,Gift Card/Voucher
5076,11064,Debit Card
5077,1117,Gift Card/Voucher
5078,20384,Credit Card
5079,23913,Debit Card
5080,37779,Debit Card
5081,15210,Gift Card/Voucher
5082,877,Debit Card
5083,24359,Gift Card/Voucher
5084,16829,Debit Card
5085,6229,Gift Card/Voucher
5086,27499,Credit Card
5087,16505,Gift Card/Voucher
5088,2177,Gift Card/Voucher
5089,17389,Gift Card/Voucher
5090,2443,Credit Card
5091,7632,Gift Card/Voucher
5092,37822,Credit Card
5093,32019,Cash
5094,6301,Credit Card
5095,7938,Cash
5096,11615,Gift Card/Voucher
5097,38564,Gift Card/Voucher
5098,27122,Debit Card
5099,14523,Cash
5100,10009,Debit Card
5101,17604,Credit Card
5102,1919,Cash
5103,22197,Cash
5104,29197,Cash
5105,17705,Gift Card/Voucher
5106,23266,Gift Card/Voucher
5107,3694,Cash
5108,8459,Debit Card
5109,23023,Credit Card
5110,12280,Credit Card
5111,7718,Credit Card
5112,14484,Cash
5113,32152,Debit Card
5114,32492,Cash
5115,16059,Credit Card
5116,25406,Credit Card
5117,30105,Credit Card
5118,31218,Credit Card
5119,37687,Debit Card
5120,12299,Cash
5121,26629,Gift Card/Voucher
5122,23841,Gift Card/Voucher
5123,38697,Credit Card
5124,25789,Gift Card/Voucher
5125,32961,Cash
5126,33476,Credit Card
5127,36524,Credit Card
5128,27391,Gift Card/Voucher
5129,19773,Cash
5130,28607,Debit Card
5131,20394,Debit Card
5132,5482,Credit Card
5133,22956,Debit Card
5134,38228,Debit Card
5135,35735,Debit Card
5136,28023,Cash
5137,21207,Cash
5138,33061,Debit Card
5139,30855,Gift Card/Voucher
5140,26128,Gift Card/Voucher
5141,34234,Credit Card
5142,31390,Gift Card/Voucher
5143,20971,Cash
5144,18488,Gift Card/Voucher
5145,3833,Cash
5146,10578,Debit Card
5147,27803,Cash
5148,36820,Debit Card
5149,37925,Credit Card
5150,27764,Debit Card
5151,27096,Debit Card
5152,37558,Debit Card
5153,1171,Debit Card
5154,12205,Gift Card/Voucher
5155,32440,Credit Card
5156,32347,Cash
5157,15831,Cash
5158,6867,Credit Card
5159,38998,Gift Card/Voucher
5160,39719,Credit Card
5161,1901,Credit Card
5162,21177,Debit Card
5163,12791,Cash
5164,26417,Debit Card
5165,27091,Debit Card
5166,15721,Debit Card
5167,9714,Cash
5168,16467,Cash
5169,11320,Credit Card
5170,1863,Debit Card
5171,7023,Gift Card/Voucher
5172,30689,Cash
5173,19056,Gift Card/Voucher
5174,39045,Debit Card
5175,12844,Gift Card/Voucher
5176,23716,Gift Card/Voucher
5177,2431,Cash
5178,22345,Cash
5179,15557,Credit Card
5180,34045,Credit Card
5181,28578,Debit Card
5182,25434,Cash
5183,34365,Gift Card/Voucher
5184,9159,Credit Card
5185,35517,Credit Card
5186,30765,Gift Card/Voucher
5187,24946,Debit Card
5188,9992,Credit Card
5189,29289,Cash
5190,23400,Cash
5191,25034,Cash
5192,5447,Cash
5193,6125,Cash
5194,29549,Credit Card
5195,18713,Credit Card
5196,2255,Gift Card/Voucher
5197,13631,Debit Card
5198,304,Cash
5199,20417,Cash
5200,25687,Debit Card
5201,36931,Cash
5202,17050,Debit Card
5203,30954,Gift Card/Voucher
5204,20544,Credit Card
5205,10863,Gift Card/Voucher
5206,18813,Gift Card/Voucher
5207,11973,Credit Card
5208,30151,Debit Card
5209,35256,Gift Card/Voucher
5210,33763,Credit Card
5211,23806,Gift Card/Voucher
5212,2156,Gift Card/Voucher
5213,5756,Gift Card/Voucher
5214,3117,Cash
5215,12834,Cash
5216,16784,Debit Card
5217,6887,Credit Card
5218,23259,Cash
5219,18718,Cash
5220,33915,Cash
5221,3005,Gift Card/Voucher
5222,13164,Cash
5223,17759,Credit Card
5224,39745,Gift Card/Voucher
5225,28581,Gift Card/Voucher
5226,26298,Credit Card
5227,31878,Credit Card
5228,14705,Credit Card
5229,14525,Gift Card/Voucher
5230,195,Cash
5231,5075,Debit Card
5232,488,Debit Card
5233,11347,Cash
5234,8005,Cash
5235,4785,Debit Card
5236,36058,Cash
5237,6185,Gift Card/Voucher
5238,5809,Debit Card
5239,16885,Cash
5240,11502,Credit Card
5241,26603,Cash
5242,20961,Cash
5243,33875,Credit Card
5244,27185,Debit Card
5245,3257,Gift Card/Voucher
5246,19091,Debit Card
5247,10395,Gift Card/Voucher
5248,26695,Credit Card
5249,26251,Debit Card
5250,8987,Gift Card/Voucher
5251,36060,Gift Card/Voucher
5252,19055,Cash
5253,14160,Cash
5254,6684,Debit Card
5255,39251,Gift Card/Voucher
5256,17981,Gift Card/Voucher
5257,19500,Credit Card
5258,10057,Credit Card
5259,34466,Cash
5260,29875,Cash
5261,36106,Cash
5262,4609,Cash
5263,10026,Debit Card
5264,22464,Credit Card
5265,27043,Cash
5266,14459,Credit Card
5267,16331,Credit Card
5268,12374,Credit Card
5269,35761,Gift Card/Voucher
5270,8829,Gift Card/Voucher
5271,11065,Credit Card
5272,29132,Gift Card/Voucher
5273,25468,Cash
5274,33607,Cash
5275,29709,Cash
5276,29184,Credit Card
5277,25135,Credit Card
5278,20899,Credit Card
5279,13800,Cash
5280,33263,Credit Card
5281,22781,Debit Card
5282,39910,Debit Card
5283,32968,Debit Card
5284,16078,Cash
5285,2687,Gift Card/Voucher
5286,27507,Cash
5287,18291,Gift Card/Voucher
5288,7796,Gift Card/Voucher
5289,15752,Debit Card
5290,5154,Cash
5291,35622,Credit Card
5292,28750,Cash
5293,28084,Cash
5294,27195,Debit Card
5295,35955,Cash
5296,4643,Gift Card/Voucher
5297,9246,Gift Card/Voucher
5298,10566,Cash
5299,32675,Gift Card/Voucher
5300,8949,Debit Card
5301,22129,Credit Card
5302,8709,Cash
5303,7769,Cash
5304,32851,Gift Card/Voucher
5305,22348,Credit Card
5306,6083,Cash
5307,9588,Credit Card
5308,20239,Credit Card
5309,16498,Gift Card/Voucher
5310,37000,Credit Card
5311,9843,Debit Card
5312,9150,Gift Card/Voucher
5313,39276,Credit Card
5314,21765,Gift Card/Voucher
5315,32175,Credit Card
5316,10827,Gift Card/Voucher
5317,22961,Cash
5318,19367,Credit Card
5319,15841,Debit Card
5320,24456,Cash
5321,27181,Debit Card
5322,1923,Debit Card
5323,33527,Debit Card
5324,5036,Debit Card
5325,27106,Credit Card
5326,17030,Debit Card
5327,19139,Gift Card/Voucher
5328,28483,Gift Card/Voucher
5329,8128,Debit Card
5330,29670,Cash
5331,25878,Gift Card/Voucher
5332,30634,Debit Card
5333,37573,Cash
5334,19540,Credit Card
5335,26171,Cash
5336,37793,Debit Card
5337,582,Credit Card
5338,13869,Gift Card/Voucher
5339,34181,Debit Card
5340,22844,Gift Card/Voucher
5341,39073,Gift Card/Voucher
5342,24809,Gift Card/Voucher
5343,17580,Debit Card
5344,27797,Cash
5345,30902,Cash
5346,16866,Cash
5347,3283,Credit Card
5348,16894,Credit Card
5349,3565,Gift Card/Voucher
5350,19265,Gift Card/Voucher
5351,24584,Debit Card
5352,30923,Debit Card
5353,25609,Gift Card/Voucher
5354,18434,Gift Card/Voucher
5355,22388,Credit Card
5356,33378,Cash
5357,13270,Credit Card
5358,35669,Gift Card/Voucher
5359,23001,Gift Card/Voucher
5360,18234,Cash
5361,29609,Debit Card
5362,35685,Cash
5363,30031,Credit Card
5364,2526,Gift Card/Voucher
5365,15785,Debit Card
5366,20027,Credit Card
5367,14215,Debit Card
5368,5333,Cash
5369,19275,Cash
5370,11054,Cash
5371,29570,Gift Card/Voucher
5372,1531,Debit Card
5373,11765,Gift Card/Voucher
5374,4818,Gift Card/Voucher
5375,37404,Gift Card/Voucher
5376,25233,Debit Card
5377,24190,Debit Card
5378,28975,Cash
5379,23371,Debit Card
5380,21281,Debit Card
5381,14668,Debit Card
5382,24420,Credit Card
5383,17267,Debit Card
5384,35108,Credit Card
5385,8739,Debit Card
5386,25327,Cash
5387,31165,Debit Card
5388,23570,Cash
5389,13545,Gift Card/Voucher
5390,15342,Gift Card/Voucher
5391,7318,Credit Card
5392,11682,Debit Card
5393,14017,Credit Card
5394,7457,Debit Card
5395,16492,Gift Card/Voucher
5396,17042,Gift Card/Voucher
5397,2494,Credit Card
5398,7232,Credit Card
5399,16258,Debit Card
5400,38011,Debit Card
5401,21833,Cash
5402,16716,Cash
5403,24122,Credit Card
5404,23532,Debit Card
5405,36104,Gift Card/Voucher
5406,26079,Debit Card
5407,16976,Gift Card/Voucher
5408,23596,Cash
5409,8726,Gift Card/Voucher
5410,34550,Credit Card
5411,9190,Gift Card/Voucher
5412,18821,Credit Card
5413,37474,Gift Card/Voucher
5414,8296,Gift Card/Voucher
5415,4851,Cash
5416,11261,Credit Card
5417,34982,Gift Card/Voucher
5418,3333,Credit Card
5419,2773,Gift Card/Voucher
5420,21006,Gift Card/Voucher
5421,16068,Cash
5422,23666,Gift Card/Voucher
5423,33890,Credit Card
5424,16716,Debit Card
5425,33691,Gift Card/Voucher
5426,31510,Cash
5427,16558,Gift Card/Voucher
5428,37520,Debit Card
5429,621,Credit Card
5430,5724,Credit Card
5431,11661,Debit Card
5432,31573,Credit Card
5433,25621,Cash
5434,7491,Credit Card
5435,688,Gift Card/Voucher
5436,22498,Gift Card/Voucher
5437,20559,Cash
5438,9686,Cash
5439,22424,Cash
5440,37961,Credit Card
5441,16326,Debit Card
5442,15821,Debit Card
5443,39112,Credit Card
5444,16192,Cash
5445,8511,Cash
5446,9676,Debit Card
5447,19678,Gift Card/Voucher
5448,17465,Cash
5449,11147,Credit Card
5450,24113,Debit Card
5451,27700,Cash
5452,16907,Cash
5453,15932,Cash
5454,29549,Gift Card/Voucher
5455,17320,Credit Card
5456,12839,Debit Card
5457,30632,Debit Card
5458,11858,Debit Card
5459,4666,Credit Card
5460,17880,Cash
5461,9895,Cash
5462,1297,Gift Card/Voucher
5463,12666,Credit Card
5464,39674,Credit Card
5465,11765,Debit Card
5466,6818,Debit Card
5467,27777,Debit Card
5468,22697,Gift Card/Voucher
5469,34248,Cash
5470,13179,Credit Card
5471,1487,Cash
5472,30054,Cash
5473,16461,Gift Card/Voucher
5474,37124,Cash
5475,14770,Gift Card/Voucher
5476,30658,Credit Card
5477,9138,Cash
5478,7303,Debit Card
5479,7812,Gift Card/Voucher
5480,37158,Credit Card
5481,21176,Debit Card
5482,10805,Gift Card/Voucher
5483,28086,Credit Card
5484,21375,Gift Card/Voucher
5485,27001,Gift Card/Voucher
5486,10837,Debit Card
5487,27332,Gift Card/Voucher
5488,33054,Debit Card
5489,22075,Cash
5490,13053,Debit Card
5491,3145,Debit Card
5492,2013,Debit Card
5493,5987,Credit Card
5494,8716,Debit Card
5495,6972,Debit Card
5496,9003,Debit Card
5497,24600,Debit Card
5498,22778,Gift Card/Voucher
5499,33568,Cash
5500,35517,Cash
5501,25911,Debit Card
5502,30867,Cash
5503,35192,Debit Card
5504,38689,Gift Card/Voucher
5505,32620,Cash
5506,22264,Gift Card/Voucher
5507,10443,Cash
5508,27049,Cash
5509,4360,Debit Card
5510,3106,Gift Card/Voucher
5511,10599,Gift Card/Voucher
5512,17349,Cash
5513,19798,Credit Card
5514,6831,Debit Card
5515,17981,Credit Card
5516,1723,Debit Card
5517,10030,Debit Card
5518,22512,Debit Card
5519,19236,Credit Card
5520,36989,Cash
5521,3408,Debit Card
5522,32678,Credit Card
5523,12001,Cash
5524,568,Debit Card
5525,3268,Gift Card/Voucher
5526,5482,Credit Card
5527,15203,Credit Card
5528,25295,Credit Card
5529,15643,Credit Card
5530,33642,Cash
5531,22850,Gift Card/Voucher
5532,23376,Credit Card
5533,33899,Debit Card
5534,13435,Debit Card
5535,39165,Debit Card
5536,8907,Credit Card
5537,27917,Debit Card
5538,14012,Credit Card
5539,23185,Credit Card
5540,34899,Credit Card
5541,39650,Debit Card
5542,13060,Cash
5543,32050,Cash
5544,37095,Credit Card
5545,18757,Credit Card
5546,20101,Gift Card/Voucher
5547,15417,Debit Card
5548,17165,Cash
5549,27651,Gift Card/Voucher
5550,4724,Cash
5551,26953,Gift Card/Voucher
5552,4276,Gift Card/Voucher
5553,21865,Credit Card
5554,28418,Credit Card
5555,29475,Credit Card
5556,13761,Gift Card/Voucher
5557,16060,Debit Card
5558,7988,Credit Card
5559,29055,Credit Card
5560,16169,Credit Card
5561,25063,Credit Card
5562,18687,Debit Card
5563,26901,Credit Card
5564,6622,Debit Card
5565,21134,Credit Card
5566,25115,Gift Card/Voucher
5567,909,Cash
5568,415,Cash
5569,7308,Credit Card
5570,14316,Credit Card
5571,2750,Gift Card/Voucher
5572,33762,Gift Card/Voucher
5573,18013,Cash
5574,14736,Credit Card
5575,25417,Gift Card/Voucher
5576,34657,Debit Card
5577,37816,Debit Card
5578,12367,Credit Card
5579,30899,Cash
5580,5308,Credit Card
5581,33570,Credit Card
5582,6729,Gift Card/Voucher
5583,20260,Cash
5584,5331,Credit Card
5585,9439,Debit Card
5586,29086,Credit Card
5587,33581,Debit Card
5588,3681,Debit Card
5589,3871,Gift Card/Voucher
5590,36709,Cash
5591,24723,Cash
5592,11420,Gift Card/Voucher
5593,27963,Credit Card
5594,19827,Cash
5595,1689,Debit Card
5596,9338,Credit Card
5597,23615,Gift Card/Voucher
5598,2693,Debit Card
5599,38783,Gift Card/Voucher
5600,13241,Credit Card
5601,16361,Credit Card
5602,34537,Credit Card
5603,10981,Credit Card
5604,11145,Gift Card/Voucher
5605,37120,Credit Card
5606,15334,Gift Card/Voucher
5607,36066,Debit Card
5608,35154,Cash
5609,23930,Cash
5610,5600,Credit Card
5611,7738,Credit Card
5612,21160,Credit Card
5613,3542,Credit Card
5614,37709,Gift Card/Voucher
5615,17278,Credit Card
5616,25928,Debit Card
5617,21258,Cash
5618,25913,Credit Card
5619,21854,Debit Card
5620,28671,Gift Card/Voucher
5621,31446,Credit Card
5622,29362,Debit Card
5623,12947,Debit Card
5624,39012,Gift Card/Voucher
5625,33445,Debit Card
5626,39667,Gift Card/Voucher
5627,7658,Debit Card
5628,36831,Debit Card
5629,11455,Gift Card/Voucher
5630,5630,Credit Card
5631,12901,Gift Card/Voucher
5632,621,Credit Card
5633,16271,Debit Card
5634,2854,Debit Card
5635,4584,Credit Card
5636,3550,Credit Card
5637,2528,Credit Card
5638,20679,Cash
5639,11454,Debit Card
5640,23232,Cash
5641,2214,Gift Card/Voucher
5642,13727,Debit Card
5643,612,Credit Card
5644,5689,Cash
5645,29326,Cash
5646,30464,Credit Card
5647,15046,Debit Card
5648,3834,Cash
5649,31797,Gift Card/Voucher
5650,16008,Gift Card/Voucher
5651,3974,Gift Card/Voucher
5652,39102,Debit Card
5653,38758,Debit Card
5654,12496,Gift Card/Voucher
5655,6403,Debit Card
5656,33547,Debit Card
5657,31713,Gift Card/Voucher
5658,17461,Gift Card/Voucher
5659,11819,Credit Card
5660,38709,Credit Card
5661,17791,Credit Card
5662,31310,Debit Card
5663,34139,Gift Card/Voucher
5664,16112,Debit Card
5665,37745,Credit Card
5666,22763,Debit Card
5667,37135,Credit Card
5668,7084,Gift Card/Voucher
5669,30682,Cash
5670,32559,Gift Card/Voucher
5671,21628,Credit Card
5672,32376,Gift Card/Voucher
5673,12978,Gift Card/Voucher
5674,9558,Gift Card/Voucher
5675,25683,Debit Card
5676,17932,Debit Card
5677,24668,Debit Card
5678,34033,Debit Card
5679,19096,Cash
5680,32900,Cash
5681,10793,Credit Card
5682,32398,Cash
5683,38169,Cash
5684,25731,Gift Card/Voucher
5685,8550,Credit Card
5686,6449,Debit Card
5687,91,Credit Card
5688,21078,Credit Card
5689,30841,Credit Card
5690,18214,Debit Card
5691,33788,Credit Card
5692,2899,Debit Card
5693,28310,Debit Card
5694,39284,Debit Card
5695,28156,Credit Card
5696,10543,Debit Card
5697,16888,Debit Card
5698,19059,Debit Card
5699,19572,Cash
5700,17748,Debit Card
5701,7608,Debit Card
5702,14342,Debit Card
5703,17398,Debit Card
5704,29661,Credit Card
5705,32781,Debit Card
5706,7969,Gift Card/Voucher
