Order ID,Product ID,Quantity
18134,2195,4
5615,1751,1
12832,12,3
3576,868,3
11128,1305,2
15668,1014,3
965,869,3
2858,967,5
7098,450,1
3668,1836,5
7514,1508,3
10493,1559,4
12802,1237,5
9224,603,3
11446,1854,3
480,1503,1
19579,895,2
17404,2179,5
4091,1598,5
4128,1559,2
3070,292,4
14226,1611,2
8973,673,5
1950,1381,1
6382,2187,2
18640,8,2
19701,1463,5
18851,2069,4
10059,2244,4
11288,1030,4
11760,1650,3
17745,994,4
11194,1246,3
12367,1193,2
14440,2129,1
5666,1255,5
18950,2465,2
3506,1050,3
239,898,3
19018,813,5
13445,330,4
6713,966,1
9551,1116,5
15864,1709,1
347,160,4
7722,2269,5
2055,1902,1
885,1513,2
3501,874,4
7535,1451,4
9011,2454,1
10777,2068,5
4993,319,2
9241,607,3
524,1984,4
9258,1274,5
16777,1411,4
7071,848,3
10436,1270,1
14314,1080,3
13628,233,5
9454,1849,5
18881,1928,3
5408,321,3
13021,1377,5
8412,1389,1
15254,236,3
6491,173,3
1430,2474,1
18709,1730,5
806,1085,2
16230,1975,2
19826,214,2
5486,1349,2
17229,827,5
5803,1036,5
4270,2005,2
19089,1281,5
18904,694,2
13094,1759,4
11806,1165,1
13602,636,1
13773,1131,1
11473,1224,5
16368,994,1
1874,790,3
14025,1027,3
12509,188,2
7107,1043,5
844,1676,2
11752,847,2
18329,297,2
19472,1019,3
5234,740,3
12254,2252,2
7669,656,2
4214,2252,5
10284,781,2
3734,1678,4
5684,1164,5
10839,2369,2
10475,2414,1
11621,237,4
10912,2225,1
18588,742,2
17862,1906,1
7867,1737,1
296,585,3
12719,2029,4
11097,390,1
8461,2150,5
2893,2174,4
9382,2429,2
10190,263,4
16565,1360,5
16883,816,2
8339,146,3
677,1035,5
2802,1234,2
11885,2347,3
10894,118,2
7546,949,3
7694,658,1
10937,1129,2
11438,57,1
14221,184,2
13755,407,2
5608,39,4
17463,2345,5
9762,1715,2
14566,268,4
11493,922,1
2226,901,3
10588,1093,1
2592,1482,4
12008,1277,3
18880,2317,2
1340,589,3
5611,211,4
1078,333,5
18514,1515,4
16491,438,2
8853,1035,5
5020,1837,2
11540,1512,2
17610,334,4
463,1536,3
4088,1031,4
8304,32,5
11983,2120,3
17589,1710,4
317,330,5
17853,498,4
7526,1441,4
12431,625,2
1760,1348,5
4290,222,5
13632,691,2
13144,91,5
4710,1596,3
12509,2261,5
2542,1676,4
1650,1204,4
8668,2082,1
5889,1119,3
14572,1844,5
4503,1168,2
15349,2215,3
1997,2431,5
1297,2361,4
8294,1817,3
1874,2422,4
6182,863,2
16405,437,4
11684,1195,2
1372,862,3
10538,1183,5
5260,1980,1
5474,1985,1
18573,359,1
15892,637,2
13580,2254,5
2421,1412,1
13164,1243,2
9870,2248,3
3323,1009,3
701,2337,2
11240,1225,5
366,868,1
3563,2245,1
15741,2030,2
14002,1166,5
479,2096,5
764,1049,4
16342,1408,3
2502,1629,5
15326,1804,2
6081,2090,2
827,1371,3
8056,1903,3
17822,2115,4
12816,1102,4
3981,1693,2
11556,480,2
19175,826,5
5972,101,4
3821,1390,4
19835,943,4
12301,869,1
19882,2135,2
18276,2226,3
16206,61,4
12244,334,4
11691,598,5
2438,609,5
17165,2279,2
739,2195,4
9762,351,1
14076,1750,5
18689,2084,4
606,2029,3
173,311,1
12096,696,5
11512,21,3
3631,768,5
19262,2336,4
17967,2259,2
17165,1214,1
1210,176,3
17734,744,1
15785,499,5
3542,336,5
18819,265,5
16560,106,2
15132,1745,1
9074,1342,5
1435,944,1
16585,1708,4
17952,1832,2
14339,452,2
17322,483,5
924,583,1
6804,340,1
4349,432,3
1643,78,5
18858,216,5
18479,201,3
9988,2100,4
14427,448,3
10444,31,2
695,722,2
1732,2225,2
13430,1523,3
2899,53,2
18519,1376,3
1877,58,1
10935,2328,3
12841,66,1
18241,27,5
19933,206,2
5412,181,2
13972,986,1
2845,1582,2
18670,2122,5
13168,2065,2
8549,1620,1
19390,1758,3
5897,1327,3
16405,1084,2
17829,1775,5
9680,80,5
4599,630,5
8423,2104,4
6300,2332,1
18678,254,2
16894,582,4
2027,1014,4
12479,2334,5
2120,1444,4
7463,235,3
16955,2306,5
5553,997,1
5845,1905,3
964,1679,4
243,1858,2
18173,1704,2
13741,947,3
195,1880,4
6468,836,3
9382,911,1
18402,2298,3
11060,627,2
3402,2151,5
8361,2252,1
921,2113,5
4725,1516,5
703,927,5
1665,682,1
16752,677,4
16103,1987,3
17092,2177,1
3294,798,4
6006,1467,5
2082,2480,4
2530,1157,5
7065,2481,1
7232,415,5
6226,1173,2
5133,1372,2
5356,33,3
17954,1790,3
9943,999,5
19652,1742,5
11546,1460,4
5904,62,2
14580,136,4
17677,1692,2
19179,1184,2
10736,1208,5
7208,2324,3
18642,1237,2
1753,183,2
9912,43,2
14661,132,5
4929,1010,2
9903,2500,2
8552,99,4
641,139,2
14023,2171,1
17407,2008,4
7400,270,5
17333,2036,5
6895,2467,2
5291,1273,5
1097,59,5
5935,2372,4
15874,177,4
12904,2362,5
15443,2375,3
10130,399,1
19506,1627,1
16589,2187,1
1126,2262,5
255,1650,1
9463,954,1
7590,278,1
10824,393,4
3175,154,5
493,165,5
11703,580,4
6320,1032,5
19076,667,1
5140,782,1
19193,1353,2
3592,473,1
17446,828,4
9982,1057,1
14952,2119,3
7987,2378,4
5297,647,3
19198,653,5
10138,371,3
3186,1506,2
14336,2171,1
12976,2232,2
9925,524,4
15050,2076,5
11899,1259,4
9560,701,4
12415,427,2
10106,2015,5
2844,1747,2
1949,931,3
18340,2212,4
11232,761,1
16088,1086,5
4922,1620,2
9828,2255,1
13960,2417,1
7965,19,1
2637,2175,2
8590,2387,2
6361,1346,1
18563,869,1
472,168,2
1354,1467,3
3206,993,5
13273,504,1
19364,2064,5
4263,2007,1
5281,1802,2
16639,404,4
12210,550,5
11846,904,5
94,306,4
18043,305,1
7416,762,4
17975,193,3
13551,197,2
1900,498,5
13577,2155,2
9965,870,4
16811,2200,5
11236,1064,4
6895,2309,1
3649,879,1
6825,1971,2
16852,478,5
1707,461,3
5783,231,5
15939,1465,3
2900,965,3
7654,160,4
15034,999,3
14772,947,3
14661,2297,5
1678,2253,1
3501,1502,5
5994,1753,4
8453,821,4
19907,2118,4
2001,1170,1
15715,1826,2
17394,1659,5
14349,985,2
601,1043,4
12921,1575,4
334,1450,5
15110,1163,4
18728,321,5
9579,1725,4
2107,2368,4
10195,2307,1
1299,2,5
14841,1644,1
14133,2105,5
1670,1557,2
18770,1585,4
10632,354,3
6500,700,4
6057,994,5
2862,154,4
8675,885,3
17197,773,4
5981,1698,3
5775,1480,4
7419,1899,5
17413,178,2
11657,1127,2
350,2250,5
14671,1020,2
7002,1174,2
3473,253,4
16078,1533,5
6591,579,4
3954,1031,1
1516,997,3
18771,413,2
17300,429,4
4966,1164,1
4916,238,3
15192,1044,3
4017,1583,2
7707,2113,3
12202,840,4
254,2302,3
5396,1434,5
3338,1369,1
8420,1464,1
1475,1473,2
5817,2244,2
16361,970,2
18569,1868,2
4758,153,4
4768,882,3
6084,1558,4
19267,151,5
4496,312,4
9519,1572,3
8547,648,3
1579,1902,2
9877,146,3
3597,1217,1
8564,73,4
13530,1048,4
3435,39,5
16033,1904,1
1772,373,1
16957,2369,5
19125,1074,4
19329,1414,1
5055,186,5
12958,1234,4
17262,1778,1
8555,2075,3
6569,1396,4
835,1118,4
6588,66,1
17518,281,4
381,2297,5
12211,229,4
6284,338,5
4976,2115,3
13168,1723,1
7093,1671,2
14220,37,5
14640,2020,3
19915,983,1
14512,2457,3
1372,338,1
1610,1656,2
12514,2495,4
5463,1665,3
2706,789,5
103,1430,2
19066,1199,4
993,2303,4
1658,2074,4
3986,1769,3
5281,1201,4
17419,1746,5
15697,2038,1
8086,2126,4
1301,591,5
1149,1268,5
9241,68,2
561,1863,1
12357,157,2
2809,1467,4
3326,227,4
18675,56,2
9239,1009,5
17957,2424,2
2193,1716,5
4013,1006,2
12201,264,3
12548,2123,1
2124,1178,5
11800,1880,1
6586,388,1
12626,1581,1
9626,390,1
9331,1693,1
5844,1462,3
15348,2287,4
15353,2095,3
7924,1927,5
12952,921,5
5939,144,3
6495,1460,3
7461,558,5
19718,359,5
1066,1180,4
14517,1833,5
11458,2316,1
18995,2429,5
13799,1549,2
18969,1549,2
631,1207,1
14327,1182,5
3925,423,3
1157,1018,4
14490,1255,1
840,2110,5
14204,1688,1
19601,2014,5
18816,2004,1
13619,887,4
16268,116,5
14298,161,4
13373,563,4
12299,418,1
12481,439,3
9870,689,2
1277,1655,1
3653,2123,3
12715,787,2
3450,1021,2
14053,735,5
14814,1464,4
2073,891,2
4175,2057,4
16666,1578,5
3387,515,5
15732,2373,1
12875,589,5
17764,1013,5
17122,1891,2
13695,83,5
9273,1873,1
14996,1339,1
19721,799,4
7764,1611,5
712,2299,2
12825,1942,1
13135,807,3
4398,1425,5
14736,245,4
13727,2003,3
8179,316,2
17362,739,5
14168,2397,4
16170,756,3
15419,1092,4
17405,2333,4
2220,985,5
3996,859,2
525,2135,4
4060,178,1
8552,33,4
2537,81,4
18589,528,4
12971,608,5
12326,2194,4
7818,2042,2
230,852,2
9697,1974,4
1612,1752,1
13004,1386,3
7151,2471,1
143,1164,3
14424,731,3
10793,477,1
19939,65,5
7121,1260,2
13867,559,2
18292,1370,4
90,1111,2
3870,1712,5
678,604,4
14120,2448,1
10112,1507,3
2850,259,5
2870,659,5
5315,656,3
16752,740,3
12614,1331,2
3182,2129,2
11204,1783,1
182,1523,5
5861,2074,2
2980,350,5
19797,460,4
16261,2396,3
12906,2089,4
19265,940,2
13828,264,2
12664,1082,3
13078,102,4
16827,728,5
8761,1655,5
14531,205,2
3014,91,4
6745,1037,4
3349,190,1
18739,1084,5
153,1074,2
2753,1273,5
4212,2345,2
469,924,3
6549,1708,4
15746,53,1
8270,683,4
6301,1719,5
4007,163,4
11821,1164,2
19881,140,1
3271,488,2
15438,692,1
16630,808,3
10202,1058,5
14150,742,4
2353,2226,2
19737,2,4
10671,1383,1
4083,1066,4
10796,1959,5
12976,1240,5
19652,389,1
4179,1670,4
11360,990,1
5255,204,5
3522,2264,5
3169,1617,1
15495,812,2
19109,1304,4
14447,1949,3
8236,300,5
7980,553,3
14540,1057,1
11295,77,2
12489,500,5
19139,827,2
5293,2402,5
11143,958,2
9647,35,1
3749,1186,4
1616,2339,4
14223,1793,3
4519,891,3
439,755,2
18747,243,2
13117,555,2
10890,1566,3
7405,388,3
1213,144,4
5746,802,5
1239,417,5
19510,748,1
9223,1526,1
16047,1900,1
5346,1439,4
2230,855,3
18319,1655,1
6605,308,5
2863,501,2
12243,1052,5
2019,274,3
19188,1557,3
6942,147,2
18963,408,2
2459,895,2
10322,2319,3
10467,1594,1
19756,33,3
6855,1585,4
7629,2401,3
3945,1563,2
14214,2281,1
13016,487,5
16093,1465,4
9601,460,4
11621,1627,3
5558,471,2
18907,603,2
17581,460,3
1358,2437,4
15980,2207,2
19125,2379,5
11834,934,2
798,1101,4
3923,904,1
8692,1010,4
5130,2164,1
2137,2295,3
5848,1611,1
887,1513,4
6933,475,1
3188,1778,3
7773,225,5
18071,217,4
18367,1361,3
16770,2365,1
3192,923,2
15256,1373,4
3297,2101,4
1591,1800,2
18503,33,3
13940,2144,4
877,789,3
10081,101,5
13695,158,3
19169,670,1
15878,166,5
15583,1884,3
17023,2424,2
4131,327,1
8373,314,1
7852,2336,5
36,1506,3
15959,487,3
15055,2224,3
10449,2167,2
13477,1383,1
12833,2272,5
11940,449,5
13580,1322,3
14993,1397,1
5601,2083,1
13668,1026,4
9334,515,3
8792,1291,5
13748,2286,1
16739,1922,3
307,1018,2
5448,1477,5
5531,934,3
3355,1805,3
3711,91,2
13206,415,3
4574,1162,5
9819,1729,4
7861,1404,1
3752,2291,2
5258,1076,1
12957,1452,1
16327,1369,5
17355,522,1
11469,1489,3
18696,2051,5
15416,867,5
9467,272,3
10091,1259,1
5642,1472,4
10818,780,1
14111,2433,5
13980,1022,3
10884,577,3
8397,310,3
8419,2162,2
15697,369,1
8861,169,5
14159,2484,2
12411,430,2
3813,1208,1
9122,754,2
14797,201,2
14132,1054,4
17495,996,2
12480,1986,2
8504,1854,2
12949,626,1
17061,2480,3
7674,1760,1
15045,2173,5
4173,1169,4
8776,1279,2
14334,155,5
16881,2073,5
2579,1698,1
10164,2178,1
14826,969,3
5121,240,3
2414,34,5
11571,241,3
3690,2228,3
19739,1982,5
6473,518,3
5940,65,5
5919,1174,4
19591,105,3
3680,267,5
7311,2018,1
889,822,2
13863,1548,2
1048,2318,4
8947,2435,1
7502,963,1
649,316,4
16680,858,4
17540,194,4
17268,1503,3
17806,191,1
18135,1577,1
265,261,2
13971,1711,4
10896,2360,2
14988,213,3
8868,159,4
5495,1010,1
11109,2269,1
17496,2276,5
14508,1724,1
12868,1947,1
10281,2025,1
17864,1651,3
12309,1708,2
14470,248,1
2123,514,5
5361,1588,2
12919,2130,1
8136,431,1
11942,1345,3
18080,1157,3
2568,1049,5
13613,361,2
7893,1544,1
16775,169,5
14447,1494,5
13165,2388,4
17444,2098,2
10316,1053,1
9813,1350,2
17319,835,1
3527,1746,4
18997,1840,3
14901,1613,5
10485,1114,5
12914,1329,1
9264,591,1
9151,116,3
13693,369,2
18863,753,3
6043,574,2
8604,1167,4
1695,54,5
17375,392,3
12000,1308,5
1666,235,3
7415,1506,4
804,2090,4
8783,2337,5
11084,1790,1
1244,1320,4
2889,1049,3
14706,1849,3
4559,786,2
9021,1457,4
17194,144,1
4713,435,2
2816,262,1
19125,657,1
5816,2460,5
19325,611,5
8380,1662,5
12613,1226,5
4593,1854,1
6391,209,1
15727,456,5
13473,1105,4
1692,2336,5
719,1737,3
18976,1748,5
9337,847,2
5201,380,3
2448,1030,5
8548,2021,4
6620,956,1
14392,1088,1
7667,1960,3
2737,73,3
17804,14,4
15559,2000,2
1042,272,3
11952,2241,3
19161,1323,1
15522,1495,2
15687,451,4
18312,74,5
11423,539,1
12862,1532,1
3943,717,3
7059,984,2
694,2299,2
15195,1414,5
1202,658,1
222,1177,5
7247,788,1
2705,1847,5
983,712,3
14358,14,2
6006,778,5
18096,99,2
8592,1060,5
14657,1607,1
8632,2005,3
17977,707,5
7460,303,4
19875,593,1
10170,1627,1
5118,1889,2
7846,1197,3
19677,1449,1
3068,679,3
13756,1632,3
6815,571,1
4997,1905,1
10552,2420,2
11755,2218,1
16458,378,5
18378,1140,5
12340,2386,4
17556,603,3
840,438,3
13629,312,2
10455,605,1
17948,2337,5
701,1021,5
1753,598,3
18113,2109,2
19579,676,2
4449,1429,5
11007,681,2
16928,1043,1
19267,1803,2
6118,1148,5
8017,2434,1
16836,513,1
18755,1015,5
11181,1349,3
12336,1891,2
7272,1169,1
6413,457,3
718,116,5
13543,1062,1
17219,2252,4
11633,1575,1
2345,412,1
7166,911,2
4202,750,3
11790,1603,1
4268,2294,4
1148,578,4
17295,497,4
4173,1302,4
15779,2117,3
6372,1902,1
1572,1516,1
18500,1609,4
12653,1082,3
7640,1032,2
18508,984,5
19899,598,5
4405,738,4
15771,1458,3
10182,939,1
12230,941,4
7164,315,5
12585,2160,3
11747,1056,5
19117,1733,4
14780,1348,1
2652,232,3
9710,1297,4
4542,1972,2
14188,1435,2
15492,276,5
12053,1325,3
7395,966,1
6272,1933,3
2842,2308,2
4558,2201,2
276,2070,3
10136,10,5
9714,188,4
6899,1474,1
7105,316,1
5470,1725,4
14452,886,3
5792,723,4
16424,599,2
13787,229,5
14951,257,4
13882,961,5
2785,1558,2
15753,962,2
11794,2019,3
10247,2271,2
14042,796,1
13883,2260,4
13880,457,1
6690,294,3
2201,586,2
9435,1746,4
4984,1774,5
9361,1526,3
13714,2018,1
11967,334,2
17942,1276,5
15648,1150,3
1535,25,5
604,1017,5
4776,1466,2
8797,24,5
6201,1986,3
18466,184,5
15807,990,1
5132,2007,1
3304,1993,3
17749,1985,3
917,1097,5
17637,500,5
961,743,1
16511,1155,5
4767,977,1
1611,452,2
16512,2011,5
8270,1897,4
9877,1097,5
15873,769,4
3442,88,2
3990,576,4
7510,1661,5
13709,2100,1
11618,272,4
11889,1514,4
17887,2401,1
12643,1736,5
1303,4,2
13006,1100,3
2043,392,2
15011,472,5
1414,60,2
6557,851,5
18628,244,3
4472,1557,3
3361,1292,5
16673,2429,2
11725,1341,2
4913,2389,1
7801,2199,4
17820,731,5
11326,606,2
19136,2482,3
17952,1908,5
6503,558,1
2940,96,1
12188,934,4
8577,56,4
12406,125,2
2898,388,2
1234,179,1
13917,1103,2
17759,2067,3
15744,1112,4
7334,158,2
18087,1505,3
3468,2256,4
7440,2007,3
16507,1933,2
11901,1514,1
9804,356,3
3590,1558,5
11469,2240,1
663,2435,4
19601,1041,5
15475,524,4
12148,2028,4
18715,163,4
17859,1331,4
8698,1282,3
12314,588,3
1064,1002,3
2093,1614,2
14897,1592,4
14123,1083,3
17754,1144,3
6738,835,2
887,505,5
4405,992,5
14464,1847,3
6731,231,4
9701,1509,2
5366,313,5
19788,1856,3
8663,1657,2
19676,1247,2
17012,1536,3
2599,471,2
10652,591,4
3719,2220,1
10825,280,5
19395,227,5
7591,815,2
298,612,3
12123,1935,3
2540,324,2
11726,193,4
18640,765,2
14493,1100,5
8740,1708,5
17422,1904,4
18836,323,3
4607,350,1
2699,1320,1
11218,1760,3
18687,1851,1
19453,1739,4
1138,973,1
6946,2319,2
11959,1279,2
5149,2492,2
1678,2463,3
8599,1493,3
1124,1252,3
15523,1514,1
9576,1754,1
14866,324,4
7564,702,2
10409,994,1
7908,1803,1
13110,1319,1
1302,1205,3
3519,539,5
12689,1598,4
8537,232,1
2545,399,4
12712,606,1
9076,2125,5
10463,7,1
19687,2277,2
19177,433,5
14721,30,1
16570,1303,2
7478,507,3
18910,525,1
12497,1126,5
3394,247,5
15180,1613,1
17386,672,4
943,2380,4
2029,1915,3
2059,860,2
6142,351,3
4307,154,1
5284,1475,2
14809,13,3
17219,1460,3
10138,1909,2
10051,974,1
1522,1780,4
3306,2316,1
6020,577,1
7518,2458,5
14789,2420,3
3932,1503,4
7186,962,2
121,2206,3
5606,618,5
258,1631,5
10920,907,4
7391,1889,1
10203,2007,4
18071,81,3
2235,739,2
15709,134,2
8324,2045,2
13868,792,5
19633,904,5
9624,2438,5
19229,1908,1
5861,314,5
10752,795,4
10630,559,4
14208,1641,1
16004,1878,4
11593,2290,3
16556,82,3
17830,2159,4
1803,1736,5
10769,1323,1
6324,1305,5
18333,898,4
8385,916,2
2531,2231,4
17036,1822,3
10623,687,1
7968,2277,1
17994,2094,2
14343,2054,1
7066,1098,3
18806,73,4
19818,1966,5
19713,2379,5
16494,402,2
2924,783,5
13393,1646,3
16697,1080,2
17147,2126,2
8663,2494,3
7937,2417,1
16611,124,3
12238,285,2
12906,1161,2
5150,2262,3
5465,802,4
13237,2241,5
8338,1880,2
19700,2025,2
14876,1029,5
9518,276,1
16633,1811,5
9432,78,5
1721,731,3
14941,1573,1
15037,470,4
14402,592,1
10327,2046,4
17013,1058,4
12776,1687,4
10040,990,5
9220,446,4
6957,221,1
4616,2085,5
4472,1355,1
3382,2072,2
12072,1035,2
9127,1833,3
12199,1860,5
14233,700,4
19709,622,4
12971,2257,5
12001,438,1
6028,2157,3
14697,2349,2
8051,2273,2
7809,737,2
13949,1994,2
12839,2393,1
591,144,3
12264,1120,3
15509,943,2
8309,744,4
18686,2093,1
13744,186,1
12025,1348,1
15193,2026,5
9044,2285,1
5254,1794,2
3237,988,2
5241,1179,1
2798,1451,1
8691,1510,2
9259,1860,5
2053,2068,4
12521,2346,5
10495,1342,3
11703,1986,5
7876,127,1
16597,1786,5
3381,457,3
4521,1742,1
12603,283,5
9446,806,4
11479,420,5
5242,22,1
432,1647,4
4447,1404,1
2057,141,5
9931,2315,2
9104,1519,1
150,1151,1
9796,808,5
4118,83,1
16629,993,4
9725,2294,5
5200,1462,2
9294,1257,2
10913,2374,5
3678,372,5
10185,469,1
13886,1437,5
10191,330,3
19746,1259,3
17273,153,5
16672,1627,1
13861,646,1
8198,418,1
8971,2390,1
1514,837,1
9492,1017,3
7750,781,5
5052,1787,4
15119,705,3
11578,585,5
11228,128,3
16890,2345,1
13646,1193,5
3769,216,4
898,2054,4
18884,491,4
884,561,5
19667,2446,2
5137,1481,2
3089,776,2
13402,596,4
8463,89,1
18559,2469,4
1973,1220,4
9314,400,5
2015,1323,4
3480,2332,2
9292,739,1
2743,123,5
9380,209,4
18704,813,3
1200,1477,4
7687,800,3
10678,1694,1
17748,1252,4
16201,1608,2
3134,2306,3
11146,913,1
7245,418,5
1466,2339,4
6951,337,3
9150,12,1
5127,246,4
4302,1913,1
15690,27,5
3273,726,5
2632,514,3
15721,949,3
13595,398,5
7135,122,3
19596,1853,2
9305,1078,2
13876,141,5
11628,1954,2
13431,890,5
18420,285,4
17777,1678,4
2770,282,1
2945,1957,3
8830,1485,3
9429,2237,4
19295,27,2
13000,166,1
410,1557,1
7749,2498,2
15017,1555,3
11708,386,4
9706,931,1
13664,1883,1
13242,1723,5
17963,2484,3
14989,150,1
69,1898,4
7254,640,2
7598,1135,5
11787,1077,5
6095,2099,2
8268,2308,1
14086,1341,5
2547,1825,1
9337,378,1
12284,116,3
12737,2191,1
2906,595,3
3227,2410,2
1385,1011,1
10740,1510,4
786,963,1
11824,2333,3
9529,2208,3
4882,813,1
3408,1763,4
3381,1217,5
17640,398,5
694,655,3
13202,1468,2
8156,866,4
11744,309,2
4233,2414,3
661,315,1
12238,1784,5
17902,1,3
2074,2407,2
19190,1170,2
2805,1881,4
2379,593,1
4123,631,2
1798,1696,4
1201,1394,3
5231,544,3
17934,2159,2
10839,891,3
9144,2307,5
8722,1073,3
8947,294,1
7095,1639,1
1710,1802,2
3739,673,5
1321,2210,1
1497,190,2
17644,99,1
3013,888,1
19655,296,5
8058,727,2
31,214,4
18743,989,5
10332,2073,1
12733,2473,1
13919,2374,3
10224,58,2
2734,1707,4
14319,675,2
17489,232,5
15142,807,4
2290,861,4
364,2430,5
15238,2425,2
8603,1423,5
17083,449,1
12657,1046,3
17977,307,3
13048,1932,1
13531,2111,1
17096,1846,1
14820,382,1
2852,1331,3
8496,865,3
15811,2139,1
7856,1935,2
17369,1092,5
9267,1005,5
15379,1652,1
5548,2212,4
5383,2073,5
16670,1060,1
18104,2236,2
8411,874,4
10896,787,5
16490,1616,4
16160,1733,4
13962,52,1
17081,118,1
16388,1781,1
12830,1440,4
1483,9,3
951,367,2
8138,1525,4
17629,1433,5
9958,2132,1
14883,332,4
13651,593,4
2015,1299,1
3325,223,4
3738,1803,2
11054,1447,4
15425,919,4
14546,469,5
3448,431,1
2561,309,2
19604,168,4
3633,1499,2
744,1165,2
15462,56,2
3562,443,1
19760,32,4
16682,2480,2
12625,2326,1
1199,206,1
385,2055,4
4289,1149,4
18259,143,2
15564,1607,5
2868,2257,2
4194,543,5
6179,656,3
16850,122,1
10815,1576,4
6610,1281,4
14200,1786,4
13134,1008,1
18243,1562,1
15071,1746,4
2942,278,5
8647,2344,4
8963,509,3
16491,1703,2
10615,535,2
14102,385,5
5618,592,1
789,278,5
18762,847,2
9208,2165,3
15755,2468,3
9749,55,2
6091,1233,5
2403,817,5
9526,1082,5
12218,489,1
3691,1931,1
7705,557,3
13345,1122,4
8539,1764,1
15996,1638,1
6955,552,2
16034,1781,3
12724,2234,3
4250,2341,5
13644,467,4
14137,2321,5
19612,1460,1
2760,1746,4
7251,2075,3
4385,2132,3
5192,316,1
16386,880,2
8259,1778,1
6055,300,3
4061,1467,5
7824,1810,3
6273,260,3
7089,1316,1
19097,111,3
14554,736,5
6043,2416,3
14922,1907,5
1401,339,3
16244,1123,4
9247,95,1
12156,1845,1
3591,739,5
5272,1867,5
5378,1610,2
8171,1883,4
9147,1341,4
7751,2146,3
9838,1705,3
13206,26,5
12616,1715,5
15748,733,5
12874,2171,2
13359,1936,1
14806,495,5
10836,1446,5
13181,786,3
14290,1944,1
8664,330,1
10994,259,5
7604,848,2
591,2215,4
16768,668,5
5457,1577,2
16657,488,4
7061,1262,4
288,439,3
16196,732,3
6962,86,4
9871,2342,5
11151,1177,3
125,2058,4
1700,248,3
2333,1033,4
785,411,4
3773,1759,1
18926,729,4
6699,1417,4
1315,314,3
4920,755,2
9042,1875,3
11369,2431,5
13759,398,5
7821,1019,2
11649,1717,2
4487,1264,5
3243,555,3
13365,2220,5
11741,811,1
4468,127,5
16533,1429,5
5325,797,5
16320,2188,2
10349,1814,5
12820,2383,3
1679,405,4
16990,2361,2
4143,1348,4
6967,2305,4
19410,1823,2
10728,1527,5
10323,2335,2
10612,892,2
4239,724,1
6234,746,3
7210,1751,4
11330,48,5
13503,1952,3
18648,99,4
14278,929,5
13365,617,5
9392,855,5
11497,2156,2
2983,1351,1
3847,175,1
12199,1394,5
17936,2235,3
13026,2200,1
8939,413,1
6544,1149,3
3354,932,3
12469,1122,3
2642,2184,3
14059,2135,3
12777,2081,3
1975,1716,3
8207,399,2
10827,1205,4
12233,250,4
17621,1035,2
69,378,4
13267,2489,4
17156,1224,2
5553,2492,4
15024,540,5
19031,15,5
9310,660,4
11252,41,5
9701,1077,2
2112,1645,2
623,2130,3
5802,2420,2
9659,541,3
12352,1461,3
2835,965,5
633,1612,4
15944,741,2
8837,857,4
9862,1437,1
8712,2090,1
2088,1119,1
6335,281,5
5345,1146,1
8561,2419,3
10400,839,5
6613,1611,4
19473,174,4
752,1106,5
10097,2014,2
10239,625,3
12660,1217,4
7203,648,2
3512,1156,1
14124,481,4
11163,1171,4
1387,536,5
12618,2460,3
7387,616,1
2132,1665,1
7245,2061,1
16364,289,3
271,1082,5
13832,2453,2
5566,2025,3
8874,1948,4
3654,1293,5
15172,1240,5
1812,1231,5
15430,2221,5
18213,715,2
10066,854,5
4525,328,3
15466,2117,4
15342,1258,4
17218,1276,2
19242,2446,3
6858,1087,5
3802,1797,5
11488,2391,2
15162,641,4
15560,1940,1
1105,2069,1
16825,694,5
13573,769,4
2576,917,2
14137,2485,4
2743,450,2
12574,796,4
10418,2030,2
2453,2047,2
3896,445,1
12365,107,4
1477,2417,3
12127,1646,5
1101,2378,5
1937,24,3
10168,324,3
7272,946,5
8716,2028,4
1371,1257,5
17906,2036,4
18467,449,1
7272,386,3
4452,858,1
4221,2401,2
13815,2388,1
9524,300,1
14652,2234,2
10268,1074,3
7900,1161,4
14382,601,1
2843,265,4
1629,2495,2
11581,1543,1
7674,1829,4
14094,1485,4
10761,86,4
10866,1316,4
5214,297,4
4681,188,2
4541,2292,5
8921,1965,5
556,403,2
1913,1754,5
3446,2149,1
9969,2041,1
3207,757,2
6461,684,2
6941,1638,3
2625,204,3
6692,889,2
45,362,5
7462,1854,1
14755,1074,1
12476,625,4
3621,652,4
19182,1565,4
5639,545,2
16411,2135,3
2892,1451,5
10411,1667,1
15376,843,5
13382,1993,3
18679,293,2
7077,134,4
1361,992,1
2504,439,4
8733,1071,2
7321,1661,2
17819,2133,2
468,2284,1
15500,533,2
19975,594,3
13644,2489,3
8926,747,1
1934,2240,2
3875,768,5
13834,1893,3
5534,1636,4
11969,1570,4
10326,1213,1
13349,1731,4
16418,117,2
5483,943,5
19044,928,4
16022,2019,5
17809,1059,1
18010,1002,3
2915,1040,1
17923,1401,3
8359,2107,4
1118,1738,3
12564,1619,3
2275,201,5
579,1236,5
8793,884,2
13797,328,3
10032,335,4
18421,1112,1
13103,503,2
7795,2477,2
2216,185,2
7623,161,5
16466,1256,4
5150,923,4
5407,1700,4
3366,270,2
18580,2101,2
10518,2249,5
12149,590,3
19602,1960,5
13930,2493,1
16684,109,3
106,1805,5
3482,1569,4
17266,1102,1
57,1526,5
16944,2197,3
12952,771,3
2525,113,2
